formation info;OuiInit;OuiHors;Non;type formation info;Famis;FPres;FL;FH;formation magistère;Capacité résolution problème;Insertion professionnelle;Citoyen numérique;Missions école;Transversalité;Facilité de mise en oeuvre;Clarté des objectifs;Aisance avec les connaissances;;décision enseignement;dvm;sollicitcollec;sollicitinstit;collègues enseignent code;matériels ressources pour enseigner;utilisation REL;forum;suivi formation en ligne;suivi MOOC;domaines MOOC;LLSH;Enseignement;Informatique;ST;Autre;raisons non inscription MOOC;ecriture prog;definition pensée info;prog affichage;prog tri;prog déplacement robot;usages numériques;AL;RS;Vidéos;Musique;mettre en ligne;Mettreenligne;Mettreenlignepro;Rien;niveau classe;PS;MS;GS;CP;CE1;CE2;CM1;CM2;années exp;département;genre;diplome option info;bac;enseignement code;label
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;4;2;2;1;1;1;;;FAUX;FAUX;FAUX;Non;1;5;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CE1;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;12;85;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;4;4;3;1;1;1;;;FAUX;FAUX;FAUX;Non;1;3;1;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CM1;MS;CP;CE2;CM2";FAUX;VRAI;FAUX;VRAI;FAUX;VRAI;VRAI;VRAI;14;72;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;2;2;2;;;FAUX;FAUX;FAUX;Non;1;5;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;CP;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;12;44;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;3;2;1;1;1;;;FAUX;FAUX;FAUX;Non;0;3;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;ManAppNotOK;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CM1;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;10;44;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;4;4;1;1;1;1;1;;;FAUX;FAUX;FAUX;Non;3;3;1;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Oui;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CM1;CE2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;33;72;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;2;1;2;1;;;FAUX;FAUX;FAUX;Non;1;3;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;MS;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;6;44;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;4;2;3;1;2;1;;;FAUX;FAUX;FAUX;Non;0;3;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;1;Non;Non;Non;Non;"AL;Vidéos";VRAI;FAUX;VRAI;FAUX;;FAUX;FAUX;FAUX;CM1;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;20;44;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;3;3;2;2;2;1;;;FAUX;FAUX;FAUX;Oui;1;3;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;Musique;FAUX;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;CE1;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;30;44;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;1;3;1;2;1;1;1;;;FAUX;FAUX;FAUX;Non;1;3;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;PS;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;10;44;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;3;3;2;1;1;1;;;FAUX;FAUX;FAUX;Non;2;1;1;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Vidéos";VRAI;FAUX;VRAI;FAUX;;FAUX;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;14;44;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;2;2;2;2;2;2;;;FAUX;FAUX;FAUX;Non;0;2;1;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"MS;CE2";FAUX;VRAI;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;6;44;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;4;4;3;2;2;1;;;FAUX;FAUX;FAUX;Non;1;3;3;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS";VRAI;VRAI;FAUX;VRAI;;FAUX;FAUX;FAUX;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;35;;F;;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;2;3;1;2;1;;;FAUX;FAUX;FAUX;Non;2;3;1;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CE1;CE2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;13;72;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;4;3;3;3;2;2;2;;;FAUX;FAUX;FAUX;;1;3;3;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CM1;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;25;85;F;Non;Techno;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;3;4;3;4;2;2;2;;;FAUX;FAUX;FAUX;Non;2;3;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Oui;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;12;85;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;2;2;2;1;1;1;;;FAUX;FAUX;FAUX;Non;0;0;;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;RS";VRAI;VRAI;FAUX;FAUX;Rien;FAUX;FAUX;VRAI;"PS;GS;MS";VRAI;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;20;17;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;2;3;2;2;3;1;1;;;FAUX;FAUX;FAUX;Non;2;3;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;13;79;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;4;4;2;3;2;2;2;;;FAUX;FAUX;FAUX;Non;1;1;1;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"PS;MS";VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;15;17;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;1;2;2;;;FAUX;FAUX;FAUX;Non;0;3;2;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"PS;GS;MS;CP";VRAI;VRAI;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;8;79;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;3;3;1;;;FAUX;FAUX;FAUX;Non;1;3;2;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;1;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;13;79;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;4;4;3;3;1;1;1;;;FAUX;FAUX;FAUX;Non;1;3;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CE1;CE2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;20;17;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;2;2;1;1;1;1;1;;;FAUX;FAUX;FAUX;Non;1;3;1;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CE1;CE2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;10;79;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;3;2;2;2;3;;;FAUX;FAUX;FAUX;Oui;2;5;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"PS;MS";VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;15;86;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;2;2;2;2;1;1;1;;;FAUX;FAUX;FAUX;Non;1;3;1;Oui;Oui;Autre;FAUX;FAUX;FAUX;FAUX;VRAI;;0;Non;Non;Non;Non;"AL;RS;Vidéos";VRAI;VRAI;VRAI;FAUX;Mettreenligne;VRAI;FAUX;FAUX;CP;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;18;86;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;1;1;1;;;FAUX;FAUX;FAUX;Non;1;5;1;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;17;79;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;2;2;2;3;2;;;FAUX;FAUX;FAUX;Non;2;3;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;24;86;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;2;2;1;1;1;;;FAUX;FAUX;FAUX;Non;2;3;1;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;11;24;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;4;3;4;2;2;2;1;;;FAUX;FAUX;FAUX;Non;3;3;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Non;Oui;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;8;;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;2;2;1;;;FAUX;FAUX;FAUX;Non;0;3;2;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CE1;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;18;24;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;1;2;1;2;1;2;1;;;FAUX;FAUX;FAUX;Non;1;2;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Vous n'êtes pas à l'aise avec les outils numériques;2;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenlignepro;VRAI;VRAI;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;14;79;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;2;3;3;1;2;1;;;FAUX;FAUX;FAUX;Non;1;0;1;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CM1;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;13;85;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;1;1;1;;;FAUX;FAUX;FAUX;Non;2;2;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CE1;MS;CM2";FAUX;VRAI;FAUX;FAUX;VRAI;FAUX;FAUX;VRAI;27;17;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;1;2;3;2;2;1;1;1;;;FAUX;FAUX;FAUX;Non;1;0;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CE1;CM1;CP;CE2;CM2";FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;VRAI;VRAI;6;53;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;4;4;4;4;2;2;1;;;FAUX;FAUX;FAUX;Non;1;5;4;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;;FAUX;FAUX;FAUX;FAUX;;FAUX;FAUX;FAUX;PS;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;18;33;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;2;1;1;1;;;FAUX;FAUX;FAUX;Oui;1;3;3;Oui;Oui;"LLSHS;Enseignement";VRAI;VRAI;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;10;33;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;2;3;3;3;2;3;2;;;FAUX;FAUX;FAUX;Non;2;3;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;38;33;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;4;4;4;4;2;2;1;;;FAUX;FAUX;FAUX;Non;0;3;2;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;MS;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;24;33;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;2;2;2;1;1;1;;;FAUX;FAUX;FAUX;Non;0;3;3;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;RS;Vidéos";VRAI;VRAI;VRAI;FAUX;Mettreenligne;VRAI;FAUX;FAUX;CP;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;17;33;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;1;3;3;3;3;2;2;1;;;FAUX;FAUX;FAUX;Non;1;0;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Oui;Non;Non;Vidéos;FAUX;FAUX;VRAI;FAUX;;FAUX;FAUX;FAUX;PS;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;32;33;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;4;3;4;3;1;1;1;;;FAUX;FAUX;FAUX;Oui;1;3;1;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;20;33;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;2;2;1;2;1;;;FAUX;FAUX;FAUX;Non;2;2;2;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CE1;CP";FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;23;79;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;1;3;1;1;1;;;FAUX;FAUX;FAUX;Non;2;2;2;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CE1;CP";FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;10;33;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;3;3;1;1;1;;;FAUX;FAUX;FAUX;Non;0;3;1;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;RS";VRAI;VRAI;FAUX;FAUX;Mettreenlignepro;VRAI;VRAI;FAUX;"CE1;CP";FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;41;24;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;2;2;2;;;FAUX;FAUX;FAUX;Non;1;2;1;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CP;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;10;40;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;1;3;3;3;2;2;1;;;FAUX;FAUX;FAUX;Non;1;1;2;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;PS;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;20;64;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;2;2;1;1;;;FAUX;FAUX;FAUX;Non;1;3;1;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;AL;VRAI;FAUX;FAUX;FAUX;;FAUX;FAUX;FAUX;"PS;MS";VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;25;64;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;2;3;2;1;1;1;1;;;FAUX;FAUX;FAUX;Non;1;3;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CE1;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;15;47;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;1;3;3;3;2;2;1;;;FAUX;FAUX;FAUX;Non;2;3;2;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Vous n'êtes pas à l'aise avec les outils numériques;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CE2;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;30;33;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;2;2;2;1;1;2;1;;;FAUX;FAUX;FAUX;Non;1;3;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique";VRAI;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;"GS;MS";FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;37;64;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;1;2;1;;;FAUX;FAUX;FAUX;Oui;1;3;2;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CE1;CE2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;14;47;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;2;3;3;3;1;2;1;;;FAUX;FAUX;FAUX;Non;2;3;3;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CE1;CE2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;16;47;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;1;3;3;;;FAUX;FAUX;FAUX;;1;1;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;1;Non;Non;Non;Non;"AL;Vidéos";VRAI;FAUX;VRAI;FAUX;;FAUX;FAUX;FAUX;"CE1;CP";FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;24;24;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;2;3;1;3;2;1;1;;;FAUX;FAUX;FAUX;Non;0;5;2;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenlignepro;VRAI;VRAI;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;8;33;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;1;3;1;1;1;;;FAUX;FAUX;FAUX;Non;0;5;3;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CE1;CE2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;20;64;F;Non;L;Non;2
