formation info;OuiInit;OuiHors;Non;type formation info;Famis;FPres;FL;FH;formation magistère;Capacité résolution problème;Insertion professionnelle;Citoyen numérique;Missions école;Transversalité;Facilité de mise en oeuvre;Clarté des objectifs;Aisance avec les connaissances;;décision enseignement;dvm;sollicitcollec;sollicitinstit;collègues enseignent code;matériels ressources pour enseigner;utilisation REL;forum;suivi formation en ligne;suivi MOOC;domaines MOOC;LLSH;Enseignement;Informatique;ST;Autre;raisons non inscription MOOC;ecriture prog;definition pensée info;prog affichage;prog tri;prog déplacement robot;usages numériques;AL;RS;Vidéos;Musique;mettre en ligne;Mettreenligne;Mettreenlignepro;Rien;niveau classe;PS;MS;GS;CP;CE1;CE2;CM1;CM2;années exp;département;genre;diplome option info;bac;enseignement code;label
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;3;3;3;3;3;1;4;;dvm;VRAI;FAUX;FAUX;Non;3;2;2;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;4;Oui;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenlignepro;VRAI;VRAI;FAUX;"CM1;CE2;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;2;33;H;Non;S;Oui;1
OuiInit;VRAI;FAUX;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;4;3;4;3;4;3;3;4;;dvm;VRAI;FAUX;FAUX;Non;2;3;4;Oui;Oui;Informatique;FAUX;FAUX;VRAI;FAUX;FAUX;;4;Oui;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;10;79;H;Oui;S;Ouiavant;1
OuiInit;VRAI;FAUX;FAUX;Famis;VRAI;FAUX;FAUX;FAUX;NonNexistePas;4;3;3;3;2;3;3;4;;dvm;VRAI;FAUX;FAUX;Non;1;5;2;Oui;Oui;ST;FAUX;FAUX;FAUX;VRAI;FAUX;;4;Oui;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"CP;CM2";FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;VRAI;8;33;H;Oui;S;Ouiavant;1
OuiInit;VRAI;FAUX;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;Nonexiste;4;2;4;3;3;3;2;1;;dvm;VRAI;FAUX;FAUX;;;;;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;3;Oui;Oui;Oui;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"GS;CE1;CM1;MS;CP";FAUX;VRAI;VRAI;VRAI;VRAI;FAUX;VRAI;FAUX;20;47;H;Oui;S;Ouiavant;1
OuiInit;VRAI;FAUX;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;4;4;2;3;2;3;2;4;;dvm;VRAI;FAUX;FAUX;Non;3;2;0;Oui;Oui;"Enseignement;Informatique";FAUX;VRAI;VRAI;FAUX;FAUX;;4;Oui;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;10;26;H;Oui;S;Ouiavant;1
OuiHors;FAUX;VRAI;FAUX;"FL;FH";FAUX;FAUX;VRAI;VRAI;NonNexistePas;4;3;2;3;3;3;2;4;;dvm;VRAI;FAUX;FAUX;Non;3;2;0;Oui;Oui;"LLSHS;Informatique";VRAI;FAUX;VRAI;FAUX;FAUX;;4;Oui;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"PS;MS";VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;36;49;H;Oui;S;Ouiavant;1
OuiHors;FAUX;VRAI;FAUX;;FAUX;FAUX;FAUX;FAUX;NonNexistePas;4;3;2;3;4;3;3;4;;sollicitcollec;FAUX;VRAI;FAUX;Non;2;3;2;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;4;Oui;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CM1;CE2;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;10;85;;Oui;S;Oui;1
OuiHors;FAUX;VRAI;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;4;3;3;3;2;2;2;4;;sollicitinstit;FAUX;FAUX;VRAI;;;;;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;4;Oui;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;;FAUX;FAUX;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;16;40;H;Oui;S;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;2;3;3;2;2;4;;dvm;VRAI;FAUX;FAUX;Non;3;2;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;ManAppNotOK;4;Oui;Oui;Oui;Oui;AL;VRAI;FAUX;FAUX;FAUX;;FAUX;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;15;44;H;Oui;S;Ouiavant;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;3;3;3;3;3;3;4;;dvm;VRAI;FAUX;FAUX;Non;2;5;1;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;4;Oui;Oui;Oui;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;26;85;H;Oui;S;Ouiavant;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;4;4;3;3;3;;dvm;VRAI;FAUX;FAUX;Non;2;1;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;3;Oui;Oui;Oui;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"GS;CM1;MS;CP;CM2";FAUX;VRAI;VRAI;VRAI;FAUX;FAUX;VRAI;VRAI;17;24;H;Oui;S;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;4;4;4;4;3;3;4;;dvm;VRAI;FAUX;FAUX;Non;2;2;0;Oui;Oui;"LLSHS;Enseignement;Informatique";VRAI;VRAI;VRAI;FAUX;FAUX;;3;Oui;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CM1;CE2;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;15;47;H;Oui;S;Ouiavant;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;2;2;4;;dvm;VRAI;FAUX;FAUX;Non;2;2;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;4;Oui;Oui;Oui;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CM1;CE2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;7;26;H;Oui;S;Oui;1
OuiInit;VRAI;FAUX;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;3;3;3;3;3;2;2;2;;sollicitcollec;FAUX;VRAI;FAUX;Oui;3;3;3;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;;4;Non;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"PS;GS;MS";VRAI;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;4;16;;Oui;S;Oui;1
OuiHors;FAUX;VRAI;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;3;4;3;2;3;4;1;4;;sollicitinstit;FAUX;FAUX;VRAI;Oui;2;3;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;4;Oui;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CM1;CE2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;4;72;H;Oui;S;Ouiavant;1
OuiHors;FAUX;VRAI;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;Nonexiste;4;3;2;4;4;4;3;4;;dvm;VRAI;FAUX;FAUX;Oui;3;2;3;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;4;Oui;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"CE1;CE2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;1;74;H;Oui;S;Oui;1
OuiInit;VRAI;FAUX;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;Oui;3;2;3;3;4;3;4;3;;sollicitcollec;FAUX;VRAI;FAUX;Oui;2;3;1;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;2;Non;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;20;24;F;Non;ES;Oui;1
OuiInit;VRAI;FAUX;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;Nonexiste;3;4;4;4;4;3;4;4;;"dvm;sollicitcollec;sollicitinstit";VRAI;VRAI;VRAI;Oui;2;3;2;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;ManAppNotOK;3;Oui;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CE1;CP;CE2";FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;FAUX;FAUX;20;33;F;Non;ES;Oui;1
OuiHors;FAUX;VRAI;FAUX;"Famis;FPres";VRAI;VRAI;FAUX;FAUX;NonNexistePas;4;4;4;4;4;2;2;3;;dvm;VRAI;FAUX;FAUX;Oui;2;3;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;ManAppNotOK;1;Oui;Oui;Oui;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;26;74;F;Non;L;Oui;1
OuiHors;FAUX;VRAI;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;3;4;4;4;4;4;4;4;;dvm;VRAI;FAUX;FAUX;Non;1;3;3;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;3;Oui;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;1;86;F;Non;ES;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;3;3;3;1;1;3;;"dvm;sollicitcollec;sollicitinstit";VRAI;VRAI;VRAI;Oui;2;2;0;Oui;Oui;"Enseignement;ST";FAUX;VRAI;FAUX;VRAI;FAUX;;3;Oui;Oui;Oui;Oui;;FAUX;FAUX;FAUX;FAUX;;FAUX;FAUX;FAUX;"CM1;CE2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;27;85;F;Oui;Etranger;Ouiavant;1
OuiHors;FAUX;VRAI;FAUX;"FL;FPres";FAUX;VRAI;VRAI;FAUX;NonNexistePas;3;2;2;3;3;2;3;3;;dvm;VRAI;FAUX;FAUX;Non;2;3;1;Oui;Oui;Enseignement;FAUX;VRAI;FAUX;FAUX;FAUX;;3;Oui;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;6;16;F;Non;;Oui;1
OuiHors;FAUX;VRAI;FAUX;Famis;VRAI;FAUX;FAUX;FAUX;NonNexistePas;4;3;4;4;4;3;2;3;;dvm;VRAI;FAUX;FAUX;Non;2;3;1;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;1;Non;Non;Oui;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CE1;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;17;74;F;Non;S;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;4;4;4;4;3;3;4;;dvm;VRAI;FAUX;FAUX;Oui;1;3;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;3;Oui;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;7;38;F;Non;S;Ouiavant;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;3;4;4;4;3;3;3;;dvm;VRAI;FAUX;FAUX;Non;2;3;2;Oui;Oui;"Enseignement;Informatique;ST";FAUX;VRAI;VRAI;VRAI;FAUX;;3;Oui;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;18;26;F;Non;S;Oui;1
OuiInit;VRAI;FAUX;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;3;3;3;3;3;3;3;3;;sollicitcollec;FAUX;VRAI;FAUX;Non;0;3;3;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;2;Oui;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CE1;CP;CE2";FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;FAUX;FAUX;1;;F;Non;S;Oui;1
OuiInit;VRAI;FAUX;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;Nonexiste;4;4;4;4;4;2;4;4;;dvm;VRAI;FAUX;FAUX;Non;2;3;1;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;3;Oui;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"PS;GS;MS;CP";VRAI;VRAI;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;1;53;F;Non;S;Oui;1
OuiHors;FAUX;VRAI;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;3;3;2;3;2;3;2;3;;sollicitinstit;FAUX;FAUX;VRAI;Oui;2;3;1;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;3;Oui;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;3;44;F;Non;S;Oui;1
OuiHors;FAUX;VRAI;FAUX;FL;FAUX;FAUX;VRAI;FAUX;Oui;1;3;4;3;3;2;3;4;;sollicitinstit;FAUX;FAUX;VRAI;Non;2;3;1;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;4;Oui;Oui;Oui;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;12;44;F;Oui;S;Oui;1
OuiHors;FAUX;VRAI;FAUX;;FAUX;FAUX;FAUX;FAUX;NonNexistePas;3;3;3;2;3;3;3;3;;dvm;VRAI;FAUX;FAUX;Oui;2;2;1;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;4;Oui;Oui;Oui;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CE1;CP;CE2";FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;FAUX;FAUX;13;74;F;Oui;S;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;2;2;3;2;2;1;;dvm;VRAI;FAUX;FAUX;Non;2;3;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;1;Non;Oui;Oui;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CM1;MS;CP;CE2;CM2";FAUX;VRAI;FAUX;VRAI;FAUX;VRAI;VRAI;VRAI;11;72;F;Oui;S;Oui;1
OuiHors;FAUX;VRAI;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;NonNexistePas;3;3;4;4;3;1;2;1;;dvm;VRAI;FAUX;FAUX;Oui;1;2;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;3;Non;Oui;Oui;Non;"AL;Musique;RS";VRAI;VRAI;FAUX;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;9;44;F;Oui;L;Ouiavant;1
OuiHors;FAUX;VRAI;FAUX;Famis;VRAI;FAUX;FAUX;FAUX;Nonexiste;2;3;4;4;3;3;4;4;;dvm;VRAI;FAUX;FAUX;;3;3;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Oui;Oui;Oui;Non;"Musique;Vidéos";FAUX;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;2;44;F;Non;S;Ouiavant;1
OuiInit;VRAI;FAUX;FAUX;;FAUX;FAUX;FAUX;FAUX;Oui;4;3;4;4;4;2;2;3;;sollicitinstit;FAUX;FAUX;VRAI;Oui;1;2;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;3;Oui;Oui;Oui;Non;"AL;RS;Vidéos";VRAI;VRAI;VRAI;FAUX;Rien;FAUX;FAUX;VRAI;"CM1;CE2;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;11;24;F;Oui;S;Oui;1
OuiInit;VRAI;FAUX;FAUX;FPres;FAUX;VRAI;FAUX;FAUX;Nonexiste;4;4;4;4;4;4;4;4;;dvm;VRAI;FAUX;FAUX;Oui;2;2;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;4;Oui;Oui;Oui;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CE2;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;1;44;F;Oui;S;Oui;1
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;1;1;1;2;2;1;1;;;FAUX;FAUX;FAUX;Non;2;2;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;ManAppNotOK;0;Oui;Non;Non;Oui;"AL;Musique";VRAI;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;23;64;H;Non;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;1;2;1;1;2;1;2;;;FAUX;FAUX;FAUX;Oui;0;3;2;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;ManAppNotOK;0;Oui;Oui;Non;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CE2;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;9;33;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;2;2;1;2;1;;;FAUX;FAUX;FAUX;Non;1;3;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;ManAppNotOK;2;Non;Non;Non;Oui;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CE1;CE2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;13;74;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;4;3;2;3;1;;;FAUX;FAUX;FAUX;Non;0;2;2;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Non;Oui;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;GS;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;33;74;F;Non;ES;Non;2
OuiInit;VRAI;FAUX;FAUX;"FL;Famis;FPres";VRAI;VRAI;VRAI;FAUX;Nonexiste;4;2;3;3;3;2;3;2;;;FAUX;FAUX;FAUX;Oui;1;3;2;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Oui;Non;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CE1;CP;CE2;CM2";FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;FAUX;VRAI;1;44;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;3;3;2;3;1;2;1;;;FAUX;FAUX;FAUX;Non;1;3;1;Oui;Oui;LLSHS;VRAI;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"GS;CP;CE2";FAUX;FAUX;VRAI;VRAI;FAUX;VRAI;FAUX;FAUX;1;53;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;2;2;4;3;3;1;;;FAUX;FAUX;FAUX;Non;2;3;2;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;ManAppNotOK;2;Non;Non;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;14;44;F;Non;S;Non;2
OuiHors;FAUX;VRAI;FAUX;Famis;VRAI;FAUX;FAUX;FAUX;NonNexistePas;4;3;3;4;4;4;3;2;;;FAUX;FAUX;FAUX;Non;2;5;4;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;ManAppNotOK;2;Oui;Oui;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"PS;MS";VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;36;44;F;Oui;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;2;2;2;1;1;2;2;;;FAUX;FAUX;FAUX;Non;1;3;3;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Oui;Non;Non;Oui;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"GS;MS";FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;13;40;F;Oui;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;1;2;1;1;1;3;2;;;FAUX;FAUX;FAUX;Non;1;2;2;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;2;Oui;Non;Non;Oui;"AL;Vidéos";VRAI;FAUX;VRAI;FAUX;;FAUX;FAUX;FAUX;"GS;CP";FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;8;73;F;Oui;S;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;1;4;2;2;1;2;1;;;FAUX;FAUX;FAUX;Non;0;5;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;10;85;H;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;2;2;2;;;FAUX;FAUX;FAUX;Oui;1;3;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;25;44;;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;1;3;2;2;1;1;1;;;FAUX;FAUX;FAUX;Non;2;3;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Oui;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;15;44;H;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;2;3;1;2;1;;;FAUX;FAUX;FAUX;Non;0;2;2;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CM1;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;10;44;H;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;2;2;1;;;FAUX;FAUX;FAUX;Non;2;2;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CM1;CE2;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;15;72;H;Non;L;Non;2
